"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"1929","Assemblages B",NA,"Parasite assemblage",NA,NA,NA,1,1
"1930","2003",NA,"Year","Year","Year","Year",4,1
"1931","Antigen capture enzyme-linked immunosorbent assays (ELISAs)",NA,"Technique","Diagnostic assay","Method",NA,3,3
"1932","80%",NA,"Percentage","Percentage",NA,"Percentage",3,1
"1933","DNA",NA,"Genetic Material",NA,NA,NA,1,1
"1934","people",NA,"Host","Host","Human Population","Host",4,2
"1935","domestic animals",NA,"Host","Host",NA,"Host",3,1
"1936","Giardia duodenalis Assemblages A",NA,"Parasite",NA,NA,NA,1,1
"1937","Giardia duodenalis Assemblages B",NA,"Parasite",NA,NA,NA,1,1
"1938","slides",NA,"Microscopic slides",NA,NA,NA,1,1
"1939","primate populations",NA,"Biological Population",NA,NA,NA,1,1
"1940","seasons",NA,"Time Period",NA,"TimePeriod",NA,2,2
"1941","endangered primate populations",NA,"Biological Population",NA,NA,NA,1,1
"1942","protected areas",NA,"Conservation Area",NA,"GeographicLocation/ConservationArea","Conservation Zones",3,3
"1943","parasite encounter",NA,"Biological Process",NA,NA,NA,1,1
"1944","host parasite diversity",NA,"Ecological concept",NA,NA,"Ecological Concept",2,2
"1945","ecological and evolutionary processes",NA,"Biological Process",NA,NA,NA,1,1
"1946","gastrointestinal parasites",NA,"Pathogen",NA,NA,"Parasitic organism",2,2
"1947","terrestrial subtropical vertebrate",NA,"Host","Primate",NA,NA,2,2
"1948","two dry seasons",NA,"Temporal period",NA,"TimePeriod",NA,2,2
"1949","three mixed models",NA,"Statistical models",NA,NA,NA,1,1
"1950","individual age",NA,"Entity",NA,"Biological Attribute","Property",3,3
"1951","animals in poor condition",NA,"Entity",NA,"Organism","Host",3,3
"1952","Phocascaris cystophorae",NA,"Parasite","Species of Nematode","Species of parasitic nematode worm","Nematode species",4,4
"1953","Berland, 1964",NA,"Species epithet",NA,NA,NA,1,1
"1954","lips",NA,"Nematode mouthparts",NA,"Anatomical structure of nematode","Structure",3,3
"1955","adjacent structures",NA,"Anatomical structures",NA,"Anatomical Structure","Structure",3,3
"1956","caudal papillae",NA,"anatomical structure",NA,"Anatomical Structure","Structure",3,3
"1957","papilla-like structures",NA,"Anatomical structures",NA,"Anatomical Structure","Structure",3,3
"1958","Contracaecum osculatum",NA,"Nematode","Nematode species","Species of parasitic nematode","Parasitic nematode species",4,4
"1959","sensu lato",NA,"Taxonomic rank",NA,NA,NA,1,1
"1960","eastern spotted skunk",NA,"Animal","Mammal",NA,"Animal",3,2
"1961","endoparasite",NA,"Parasite",NA,NA,NA,1,1
"1962","nematodes",NA,"Parasite",NA,NA,NA,1,1
"1963","March 2005",NA,"Date","Date","Date","Date",4,1
"1964","January 2007",NA,"DATE","Date","Date Range End","Date",4,3
"1965","4.1",NA,"Quantitative Value",NA,"MeanValue","NumericalValue",3,3
"1966","2.1",NA,"Quantitative Value",NA,"Standard Deviation","Numerical Value",3,3
"1967","small carnivore species",NA,"Mammal","Felidae or Mustelidae","Mammal Species","Host",4,4
"1968","Steroid hormone",NA,"Androgen","Hormone","Endogenous steroid hormone","Chemical",4,4
"1969","immune response",NA,"Biological process",NA,"Process","Biological Process",3,3
"1970","communities",NA,"Ecological communities",NA,NA,"Ecological Communities",2,2
"1971","life history strategy",NA,"Biological process",NA,"Process","Biological Concept",3,3
"1972","vertebrates",NA,"Mammal",NA,NA,NA,1,1
"1973","sex-associated hormones",NA,"Endocrine hormones",NA,"Hormone Group","Chemical",3,3
"1974","immunocompetence",NA,"Biological process",NA,"PhysiologicalProcess","Property",3,3
"1975","free ranging chamois",NA,"Animal",NA,NA,"Host",2,2
"1976","lung helminths",NA,"Parasitic worm","Nematode","Parasitic Worm","Parasitic Worm",4,3
"1977","enzyme immunoassays",NA,"Laboratory assay","analytical technique","Laboratory Technique","Method",4,4
"1978","EIA",NA,"Enzyme immunoassay","Enzyme Immunoassay","Enzyme-linked Immunoassay","Method",4,4
"1979","year",NA,"Time Period","time period","TimePeriod","TimePeriod",4,3
"1980","seasonal patterns",NA,"Phenomenon","Circadian rhythm","Biological Process","Temporal Phenomenon",4,4
"1981","hormone levels",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"1982","parasite counts",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"1983","gastrointestinal eggs",NA,"Parasitic eggs",NA,"Parasitic helminth eggs","Parasitic eggs",3,2
"1984","androgen",NA,"Hormone",NA,NA,"Chemical",2,2
"1985","cortisol metabolite levels",NA,"Measurement",NA,"Measurement","Measurement",3,1
"1986","MBP",NA,"Male biased parasitism","Biological Phenomenon",NA,NA,2,2
"1987","gastrointestinal nematodes",NA,"Parasite",NA,NA,"Parasitic worm",2,2
"1988","southern Florida",NA,"Geographic Location",NA,NA,"Geographical Location",2,2
"1989","six counties",NA,"Geographic Location",NA,NA,NA,1,1
"1990","1978",NA,"Year",NA,"Year","Year",3,1
"1991","six",NA,"Cardinal Number",NA,NA,NA,1,1
"1992","LaRue, 1917",NA,"Publication","Source",NA,"Scientific name",3,3
"1993","Mueller, 1935",NA,"Publication","Source",NA,"Scientific name",3,3
"1994","Alessandrini, 1905",NA,"Publication","Source",NA,NA,2,2
"1995","Ercolani, 1859",NA,"Species","Source",NA,"Scientific name",3,3
"1996","Lühe, 1910",NA,"Parasite species","Source",NA,"Scientific name",3,3
"1997","anthelmintic treatment protocol",NA,"Medical Treatment Protocol","Therapeutic Protocol",NA,NA,2,2
"1998","anthelmintics",NA,"Drug","Therapeutic agent",NA,"Drug",3,2
"1999","necropsy",NA,"Medical Procedure","Autopsy procedure","MedicalProcedure","MedicalProcedure",4,3
"2000","helminth faunas",NA,"Parasite community",NA,NA,NA,1,1
"2001","posttreatment (PT)",NA,"Time period",NA,NA,NA,1,1
"2002","6 mo",NA,"Time period",NA,NA,"Time period",2,1
"2003","9 mo",NA,"Time period",NA,NA,"Time period",2,1
"2004","intensity",NA,"Measurement",NA,NA,NA,1,1
"2005","prevalences >10%",NA,"Measurement",NA,NA,NA,1,1
"2006","misidentification",NA,"Error",NA,NA,NA,1,1
"2007","treated panthers",NA,"have",NA,NA,NA,1,1
"2008","untreated panthers",NA,"Animal subject",NA,NA,NA,1,1
"2009","helminth faunas similar to",NA,"Parasite community",NA,NA,NA,1,1
"2010","slightly lower intensities of",NA,"Parasite load",NA,NA,NA,1,1
"2011","significantly higher intensities of",NA,"Parasite load",NA,NA,NA,1,1
"2012","similar intensity of",NA,"Comparative intensity",NA,NA,NA,1,1
"2013","reduced intensity of",NA,"Symptom or Clinical Finding",NA,NA,NA,1,1
"2014","Lungworms",NA,"Parasitic nematode","Filaroides osleri and Capillaria aerophila","Parasitic nematode",NA,3,2
"2015","bronchi",NA,"Tissue",NA,NA,"Tissue",2,1
"2016","Great Plains",NA,"Geographical Region","Geographic Region","Geographic Region",NA,3,2
"2017","6%",NA,"Percentage",NA,"Prevalence",NA,2,2
"2018","excess mucus",NA,"Clinical finding",NA,NA,NA,1,1
"2019","Helminth fauna",NA,"Parasite community","Parasite fauna",NA,NA,2,2
"2020","37",NA,"Number of lynx carcasses",NA,NA,"Number",2,2
"2021","61",NA,"Helminth",NA,"Number of helminths","Year",3,3
"2022","38",NA,"Number of samples","Number of samples","Quantity","Number",4,3
"2023","P < or = 0.05",NA,"Statistical significance threshold","Statistical significance threshold","Statistical significance threshold","Statistical Threshold",4,2
"2024","older",NA,"Age",NA,NA,NA,1,1
"2025","younger",NA,"Age",NA,NA,NA,1,1
"2026","parvovirus",NA,"Virus","adenovirus-like virus","Virus","Virus",4,2
"2027","20th century",NA,"Time period","Time period","Time period","Time period",4,1
"2028","February-March 2004",NA,"Time period","Time period",NA,"Time period",3,1
"2029","74%",NA,"Percentage",NA,NA,NA,1,1
"2030","three",NA,"Cardinal Number",NA,"Quantity",NA,2,2
"2031","American mink",NA,"Animal",NA,"Species","Mentioned species",3,3
"2032","immune status",NA,"Immunological characteristic","Property","BiologicalProperty","Biological Condition",4,4
"2033","species",NA,"animal species",NA,NA,NA,1,1
"2034","viral strain",NA,"Aleutian disease virus strain",NA,"BiologicalAgent.Virus.Strain",NA,2,2
"2035","gamma globulin",NA,"Immunoglobulin G (IgG)","Immunoglobulin","protein","Protein",4,4
"2036","total plasma protein",NA,"Biomarker","Property","Protein Biomarker","Biological Measurement",4,4
"2037","vehicular impact injuries",NA,"Injury","Trauma","Injury","Medical Condition",4,3
"2038","histopathologic lesions",NA,"Pathological findings","Pathological Lesion",NA,"Pathological findings",3,2
"2039","pre-reproductive period",NA,"Time period","Time period",NA,NA,2,1
"2040","postreproductive period",NA,"Time period","Time period",NA,NA,2,1
"2041","cross-sectional study",NA,"Study Design","Research study",NA,NA,2,2
"2042","cadavers",NA,"Sample type","Entity","Organism","Sample type",4,3
"2043","antibody counter immunoelectrophoresis",NA,"Procedure","Procedure",NA,NA,2,1
"2044","protein electrophoresis",NA,"Procedure","Procedure",NA,"biomedical technique",3,2
"2045","pathology",NA,"Disease",NA,NA,NA,1,1
"2046","serology",NA,"Medical test","Diagnostic technique",NA,NA,2,2
"2047","Elaeophorosis",NA,"Disease","Disease","Disease","Disease",4,1
"2048","October 1994",NA,"Date","Date","DateRangeStart","Date",4,2
"2049","September 1995",NA,"Date","Date","DateRangeEnd","Date",4,2
"2050","fall",NA,"Season","Season",NA,"Season",3,1
"2051","early spring",NA,"Season","Season",NA,"Season",3,1
"2052","fur seals",NA,"Animal",NA,"Organism - Animal - Mammal - Carnivore - Pinniped - Otariid","Animal",3,2
"2053","Southern Hemisphere",NA,"Geographic Region","Geographic Region","GeographicRegion","Geographical Region",4,3
"2054","Australian fur seals",NA,"Animal",NA,NA,"Animal species",2,2
"2055","New Zealand fur seals",NA,"Animal",NA,NA,"Animal species",2,2
"2056","A. forsteri",NA,"Host","Host",NA,"Host",3,1
"2057","A. tropicalis",NA,"Host","Host",NA,"Host",3,1
"2058","eared seal",NA,"Australian fur seal","Otariidae","Otariidae","Animal",4,3
"2059","spicule",NA,"Nematode reproductive structure",NA,NA,NA,1,1
"2060","vulva",NA,"Anatomical Structure",NA,NA,NA,1,1
"2061","anus",NA,"Anatomical Structure",NA,NA,NA,1,1
"2062","internal organs",NA,"Structure","Anatomical structure","Anatomical Structure","Tissue",4,4
"2063","Taenia parvaBaer, 1926",NA,"Parasite",NA,NA,"Parasitic Cestode Species",2,2
"2064","common genet",NA,"Animal",NA,"Mammal","Animal",3,2
"2065","intestinal cestode",NA,"parasitic worm",NA,NA,NA,1,1
"2066","flagellum",NA,"Organelle",NA,"Cellular structure",NA,2,2
"2067","spermatozoon",NA,"male gamete",NA,"Cell","Cell",3,2
"2068","mature spermatozoon",NA,"gamete",NA,NA,"Cell",2,2
"2069","type III spermiogenesis",NA,"Spermiogenesis stage",NA,NA,"Process",2,2
"2070","ultrastructure",NA,"Microscopic anatomical feature",NA,NA,"Biological structure",2,2
"2071","zone of differentiation",NA,"cellular structure",NA,NA,NA,1,1
"2072","striated roots",NA,"Centriolar striated roots",NA,"Cellular structure","Cellular structure",3,2
"2073","filiform",NA,"morphological descriptor","morphological characteristic of a parasite",NA,NA,2,2
"2074","tapered",NA,"morphological feature","Anatomical structure",NA,NA,2,2
"2075","single",NA,"anatomical structure",NA,NA,NA,1,1
"2076","45 degrees",NA,"Angle","Angle",NA,NA,2,1
"2077","data",NA,"Biological data",NA,NA,"Information",2,2
"2078","tapeworm",NA,"parasitic helminth","Helminth","Parasitic species","Parasite",4,4
"2079","tapeworm infestation",NA,"Disease","Parasitic disease","Disease",NA,3,2
"2080","dungs",NA,"Animal feces","Fecal matter","Feces","Fecal matter",4,3
"2081","Ecology",NA,"Field of Study",NA,NA,NA,1,1
"2082","Utah, USA",NA,"Geographic Location",NA,NA,NA,1,1
"2083","113",NA,"Number of bighorn sheep groups",NA,NA,NA,1,1
"2084","421",NA,"Number of fecal pellet groups",NA,NA,NA,1,1
"2085","1,595",NA,"Number of individuals",NA,NA,NA,1,1
"2086","980",NA,"Number of gastropods",NA,NA,NA,1,1
"2087","exotic antelope",NA,"Host",NA,NA,NA,1,1
"2088","two ranches",NA,"Geographic Location",NA,NA,NA,1,1
"2089","abomasal",NA,"Anatomical Location",NA,NA,NA,1,1
"2090","worm burden",NA,"Parasite load",NA,NA,NA,1,1
"2091","L. curvispiculum",NA,"Species",NA,NA,NA,1,1
"2092","spicules",NA,"Skeletal structures in invertebrates",NA,"AnatomicalStructure","Male reproductive organ",3,3
"2093","ostertaginae",NA,"Genus of marine sponges",NA,NA,"Taxonomic group",2,2
"2094","Mesocestoididae",NA,"Family","Family (Cestoda)","Family","Family",4,2
"2095","SMI",NA,"Species",NA,"Island",NA,2,2
"2096","Hopland Research and Extension Center",NA,"Research Institution","Research Center","Research Institute","Research Facility",4,4
"2097","HREC",NA,"Research Center",NA,"Research Facility",NA,2,2
"2098","acephalic metacestodes",NA,"Parasitic larval stage of a cestode worm",NA,"Life stage","Life stage",3,2
"2099","adult tapeworm",NA,"Parasite",NA,NA,NA,1,1
"2100","western fence lizards",NA,"Host",NA,NA,"Animal",2,2
"2101","life-history studies",NA,"Research Topic",NA,NA,NA,1,1
"2102","life-cycle studies",NA,"Research Study",NA,NA,NA,1,1
"2103","enzootic sites",NA,"Ecological Habitats",NA,NA,NA,1,1
"2104","southern California",NA,"Geographic Location",NA,"Region",NA,2,2
"2105","experimental inoculations",NA,"Experimental Procedure",NA,NA,NA,1,1
"2106","oral",NA,"Route of Administration",NA,NA,NA,1,1
"2107","peritoneal tetrathyridial infections",NA,"Parasitic infection",NA,"Disease","Disease",3,2
"2108","asexual replication",NA,"Biological Process",NA,"Biological process","Biological Process",3,2
"2109","intermediate host",NA,"Host",NA,NA,NA,1,1
"2110","metacestode or adult tapeworm infections",NA,"Parasitic infection",NA,"Disease",NA,2,2
"2111","aberrant form",NA,"Parasite morphology",NA,NA,NA,1,1
"2112","southwest Ethiopia",NA,"Geographic Region","Geographic Region",NA,"Geopolitical Region",3,2
"2113","Omo Valley",NA,"Geographic Location","Geographic Region","Geographic Region","Geographical Location",4,3
"2114","Schistosomiasis mansoni",NA,"Disease","Disease",NA,"Disease",3,1
"2115","tourists",NA,"Host","Host",NA,"Host",3,1
"2116","Biomphalaria pfeifferi",NA,"Host","Host","Host","Host",4,1
"2117","trematode larvae",NA,"Parasite",NA,NA,NA,1,1
"2118","future development",NA,"Geographic Development","Biological Process",NA,NA,2,2
"2119","directly transmitted parasites (DTP)",NA,"Parasite",NA,NA,NA,1,1
"2120","A. palliata",NA,"Host",NA,NA,NA,1,1
"2121","forest fragment",NA,"Habitat",NA,"Habitat","habitat",3,2
"2122","two sympatric species of howler monkeys",NA,"Host",NA,NA,NA,1,1
"2123","two groups of Alouatta palliata",NA,"Animal Group",NA,NA,NA,1,1
"2124","two groups of A. pigra",NA,"Primate Species",NA,NA,NA,1,1
"2125","adult ram",NA,"Host","Host",NA,NA,2,1
"2126","Fra Cristobal Mountains",NA,"Geographical Location","Mountain range","Mountain Range","Geographical Location",4,3
"2127","carotid arteries",NA,"Tissue",NA,NA,"Tissue",2,1
"2128","iliac arteries",NA,"Tissue",NA,NA,"Tissue",2,1
"2129","nasal mucosa",NA,"Tissue","Tissue","Tissue","Tissue",4,1
"2130","yearling ewe",NA,"Host","Host",NA,"Animal",3,2
"2131","Watson Mountain",NA,"Geographical Feature","Mountain","Mountain","Geographical Location",4,3
"2132","Gila Wilderness area",NA,"Geographic Location","Protected area","Protected Area","Geographical Location",4,4
"2133","mule deer",NA,"Animal","Mammal","Organism Species","Animal",4,3
"2134","Odocoileus hemionus hemionus",NA,"Host","Host","Subspecies","Animal species",4,3
"2135","tabanid vectors",NA,"Disease vectors","Insect vectors","Organism","Biological vector",4,4
"2136","Setaria Viborg, 1795",NA,"Genus",NA,NA,"Taxon",2,2
"2137","Setaria hornbyi",NA,"Species",NA,"Species","Species",3,1
"2138","anterior",NA,"Anatomical Region",NA,NA,NA,1,1
"2139","posterior",NA,"Anatomical Region",NA,NA,NA,1,1
"2140","Scanning electron microscopy",NA,"Imaging technique","Microscopy technique","Microscopy technique","Technique",4,3
"2141","Molina, 1782",NA,"Taxonomist",NA,NA,NA,1,1
"2142","Faust, Campbell & Kellog, 1929",NA,"Parasite species",NA,NA,NA,1,1
"2143","Eimeria species",NA,"Parasite",NA,NA,"Parasitic protozoan",2,2
"2144","serows",NA,"Animal","Mammal","Organism","Animal",4,3
"2145","Capricornis spp.",NA,"Host","Host","Host","Host",4,1
"2146","Japanese serows",NA,"Host",NA,NA,"Animal species",2,2
"2147","Temminck, 1845",NA,"Scientific name",NA,NA,NA,1,1
"2148","Formosan serows",NA,"Host",NA,NA,"Subspecies",2,2
"2149","Gray, 1862",NA,"Scientific name",NA,NA,NA,1,1
"2150","Inoue, 1989",NA,"Scientific name",NA,"Scientist","Publication",3,3
"2151","20.7 x 16.8 microm",NA,"Measurement",NA,NA,"Measurement",2,1
"2152","18-23 x 14-19 microm",NA,"Measurement",NA,NA,"Measurement range",2,2
"2153","1.2",NA,"Measurement",NA,NA,"Species identifier",2,2
"2154","1.1-1.4",NA,"Measurement",NA,NA,"Range",2,2
"2155","1-2 polar granules",NA,"Parasite oocyst structure",NA,NA,"Microscopic feature",2,2
"2156","10.5 x 5.9 microm",NA,"Measurement",NA,NA,"Measurement",2,1
"2157","9-13 x 5-7 microm",NA,"Measurement",NA,NA,"Measurement range",2,2
"2158","1.8",NA,"Measurement",NA,NA,"Measurement",2,1
"2159","1.5-2.4",NA,"Measurement",NA,NA,"Range",2,2
"2160","28.2 x 22.0 microm",NA,"Measurement",NA,NA,"Measurement",2,1
"2161","25-33 x 19-23 microm",NA,"Measurement",NA,NA,"Measurement range",2,2
"2162","1.3",NA,"Measurement",NA,NA,"Species identifier",2,2
"2163","1.1-1.5",NA,"Measurement",NA,NA,"Range",2,2
"2164","12.9 x 8.1 microm",NA,"Measurement",NA,NA,"Measurement",2,1
"2165","11-15 x 7-10",NA,"Measurement",NA,NA,"Measurement range",2,2
"2166","1.6",NA,"Measurement",NA,NA,"Species identifier",2,2
"2167","1.3-1.9",NA,"Measurement",NA,NA,"Range",2,2
"2168","Hepatozoon sp.",NA,"Parasite","Species of Hepatozoon",NA,"Parasite",3,2
"2169","merozoites/gametocytes",NA,"Parasite life stages",NA,NA,NA,1,1
"2170","zoite",NA,"Parasite life cycle stage","Plasmodium parasite stage","Parasitic stage","Parasitic life stage",4,4
"2171","18S rRNA gene sequence",NA,"Genetic Marker",NA,NA,"Genetic Sequence",2,2
"2172","36.9 ± 5.7",NA,"Length",NA,"Length",NA,2,1
"2173","28.9 ± 3.4",NA,"Measurement",NA,NA,NA,1,1
"2174","20-60",NA,"Quantity of nuclei",NA,NA,NA,1,1
"2175","μm",NA,"Length Unit","Unit of length",NA,NA,2,2
"2176","partial",NA,"Gene sequence",NA,NA,NA,1,1
