"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"2070","Biomphalaria pfeifferi",NA,"Intermediate host","Species of freshwater snail","Species of freshwater snail","Host",4,3
"2071","trematode larvae",NA,"Parasite",NA,"Parasitic_larva",NA,2,2
"2072","Omo Valley",NA,"Geographic Location","Geographic Region","GeographicLocation","Geographical Location",4,4
"2073","directly transmitted parasites (DTP)",NA,"Parasite",NA,NA,NA,1,1
"2074","A. palliata",NA,"Host",NA,NA,NA,1,1
"2075","forest fragment",NA,"Habitat",NA,"Habitat","habitat",3,2
"2076","body contact",NA,"Physical interaction",NA,"Process","Physical Interaction",3,3
"2077","contaminated items",NA,"Environmental contaminant",NA,NA,"Environmental Object",2,2
"2078","ram",NA,"Host",NA,NA,"Organism",2,2
"2079","Fra Cristobal Mountains",NA,"Geographic Location","Mountain range","Mountain Range","Geographical Location",4,4
"2080","carotid arteries",NA,"Tissue",NA,"Tissue","Tissue",3,1
"2081","iliac arteries",NA,"Tissue",NA,"Tissue","Tissue",3,1
"2082","nasal mucosa",NA,"Tissue","Tissue","Tissue","Tissue",4,1
"2083","ewe",NA,"Host",NA,NA,"Organism",2,2
"2084","yearling",NA,"Sheep",NA,NA,NA,1,1
"2085","Watson Mountain",NA,"Geographical Feature","Mountain","Mountain","Geographical Location",4,3
"2086","Gila Wilderness area",NA,"Geographical Location","Protected area","Protected Area","Geographical Location",4,3
"2087","mule deer",NA,"Animal","Mammal","Organism Species","Animal species",4,4
"2088","Odocoileus hemionus hemionus",NA,"Subspecies","Taxon","Subspecies","Animal species",4,3
"2089","tabanid",NA,"Insect",NA,NA,NA,1,1
"2090","vectors",NA,"Disease vectors",NA,NA,NA,1,1
"2091","crust",NA,"Anatomical Structure",NA,NA,NA,1,1
"2092","lesion",NA,"Pathological finding",NA,NA,NA,1,1
"2093","scabby",NA,"Skin lesion",NA,NA,"Disease Symptom",2,2
"2094","head",NA,"Tissue","Tissue",NA,"Animal Body Part",3,2
"2095","debilitated",NA,"Clinical finding",NA,NA,NA,1,1
"2096","Setaria Viborg, 1795",NA,"Genus",NA,NA,"Taxonomic species",2,2
"2097","Setaria thwaitei",NA,"Species","Species of plant","Species","Species",4,2
"2098","Mönnig",NA,"Taxonomist","Biologist/Scientist","Person","Author",4,4
"2099","Yeh",NA,"Author","Person","Person","Person",4,2
"2100","Setaria hornbyi",NA,"Species","Species of grass","Species","Biological species",4,3
"2101","anterior",NA,"Anatomical Region",NA,NA,NA,1,1
"2102","posterior",NA,"Anatomical Region",NA,NA,NA,1,1
"2103","Scanning electron microscopy",NA,"Imaging technique","Microscopy technique",NA,"Technique",3,3
"2104","Eimeria species",NA,"Parasite",NA,NA,"Parasitic protozoan",2,2
"2105","serows",NA,"Animal",NA,NA,"Animal species",2,2
"2106","Capricornis spp.",NA,"Host","Species","Host","hosts",4,3
"2107","Japanese serows",NA,"Animal subspecies",NA,NA,"Animal species",2,2
"2108","Temminck, 1845",NA,"Scientific name",NA,NA,NA,1,1
"2109","Formosan serows",NA,"Animal subspecies",NA,"Species","Subspecies",3,3
"2110","Gray, 1862",NA,"Scientific name",NA,NA,NA,1,1
"2111","Inoue, 1989",NA,"Scientific name","Biological publication","Scientist",NA,3,3
"2112","microm",NA,"Microscopic unit",NA,"Unit of length (micrometer)","Microscope",3,3
"2113","20.7",NA,"Measurement",NA,NA,"Length",2,2
"2114","16.8",NA,"Measurement",NA,NA,"Width",2,2
"2115","1.2",NA,"Measurement","Scientific paper volume number",NA,"Species identifier",3,3
"2116","1.1",NA,"Measurement",NA,NA,NA,1,1
"2117","1.4",NA,"Measurement",NA,NA,NA,1,1
"2118","10.5",NA,"Measurement",NA,NA,"Length",2,2
"2119","5.9",NA,"Measurement",NA,NA,"Width",2,2
"2120","1.8",NA,"Measurement","Scientific Taxonomic Value (Species ID)",NA,"Species name",3,3
"2121","1.5",NA,"Measurement",NA,NA,NA,1,1
"2122","2.4",NA,"Measurement",NA,NA,NA,1,1
"2123","28.2",NA,"Measurement",NA,NA,"Length",2,2
"2124","22.0",NA,"Measurement",NA,NA,"Width",2,2
"2125","25",NA,"Measurement",NA,NA,NA,1,1
"2126","1.3",NA,"Measurement","Taxonomic identifier",NA,"Species identifier",3,3
"2127","12.9",NA,"Measurement",NA,NA,"Length",2,2
"2128","8.1",NA,"Measurement",NA,NA,"Width",2,2
"2129","1.6",NA,"Measurement","Scientific Taxonomic Value (Species ID)",NA,"Species identifier",3,3
"2130","1.9",NA,"Measurement",NA,NA,NA,1,1
"2131","merozoites/gametocytes",NA,"Parasite life stages","Organism",NA,NA,2,2
"2132","hearts",NA,"Cardiac muscle tissue",NA,NA,NA,1,1
"2133","zoite",NA,"Parasite life cycle stage","Organism","Life stage","Parasitic life stage",4,4
"2134","18S rRNA gene sequence",NA,"Genetic Marker",NA,NA,NA,1,1
"2135","granulomatous nodules",NA,"Histopathological finding",NA,"Lesion","Pathological finding",3,3
"2136","Host density",NA,"Measurement",NA,NA,NA,1,1
"2137","habitat loss",NA,"Environmental Threat",NA,"Environmental Factor",NA,2,2
"2138","fragmentation",NA,"Habitat fragmentation","Ecological process",NA,NA,2,2
"2139","biological diversity",NA,"Biodiversity","Property","Ecological Concept","Ecological Concept",4,3
"2140","parasitic diseases",NA,"Disease","Disease","DiseaseClass","Disease",4,2
"2141","animals",NA,"Organism",NA,NA,"Organism",2,1
"2142","human activity",NA,"Organism",NA,NA,NA,1,1
"2143","eastern Kenya",NA,"Geographic Location","Geographic Region",NA,"Geopolitical Region",3,3
"2144","human population",NA,"Organism",NA,"Population of Homo sapiens","Organism",3,2
"2145","forest resources",NA,"Natural resources",NA,"Natural Resource","Natural Resource",3,2
"2146","cultivation",NA,"Agriculture",NA,"AgriculturalActivity","Agricultural activity",3,3
"2147","colobus",NA,"Host","Primate species",NA,"Animal Species",3,3
"2148","mangabeys",NA,"Host","Primate",NA,"Animal",3,3
"2149","Peters 1879",NA,"Binomial Authority",NA,NA,NA,1,1
"2150","disturbance in forests",NA,"Environmental disturbance",NA,"Environmental Factor",NA,2,2
"2151","Entopolypoides macaci",NA,"Parasite","Species of parasitic mite","Parasitic protozoan species","Parasitic nematode",4,4
"2152","Mayer, 1934",NA,"Author",NA,NA,NA,1,1
"2153","splenectomy",NA,"Surgical Procedure","affects",NA,"MedicalProcedure",3,3
"2154","hemoglobin",NA,"protein","Blood protein","Protein","Protein",4,3
"2155","RBC",NA,"Red blood cell","Red Blood Cell",NA,"Blood Cell",3,3
"2156","H. kochi",NA,"Bacterial species","Species of Monkey",NA,NA,2,2
"2157","southwestern Namibia",NA,"Geographic Location",NA,NA,"Geographical Location",2,2
"2158","winter",NA,"Season",NA,"Season","Season",3,1
"2159","summer",NA,"Season",NA,"Season","Season",3,1
"2160","14866",NA,"oocysts","Numerical value (Count of oocysts per gram of faeces)","Quantity","Quantity",4,3
"2161","gram",NA,"unit of mass",NA,NA,NA,1,1
"2162","faeces",NA,"Biological sample","Biological sample/Body fluid","Biological Substance","Biological sample",4,3
"2163","coccidians",NA,"Parasite",NA,NA,NA,1,1
"2164","fieldwork trials",NA,"Research Study",NA,NA,NA,1,1
"2165","October 1999",NA,"Date","Date","Date","Date",4,1
"2166","November 2000",NA,"Date","Date","Date","Date",4,1
"2167","gorillas",NA,"Animal Species",NA,NA,"Host",2,2
"2168","protistan",NA,"Parasite",NA,NA,NA,1,1
"2169","July 2004",NA,"Date","Date","Date",NA,3,1
"2170","August 2005",NA,"Date","Date","Date",NA,3,1
"2171","rank",NA,"Statistical Rank",NA,NA,"Taxonomic rank",2,2
"2172","subadult",NA,"Life stage",NA,NA,NA,1,1
"2173","bisexual groups",NA,"Social Group",NA,NA,NA,1,1
"2174","all-male band",NA,"Music Group",NA,NA,NA,1,1
"2175","ecosystem",NA,"Habitat",NA,NA,NA,1,1
"2176","health",NA,"Animal health",NA,NA,NA,1,1
"2177","P. anubis",NA,"Host","Host","Host","Host",4,1
"2178","P. papio",NA,"Host","Host","Host","Host",4,1
"2179","Gastrointestinal parasites",NA,"Pathogen",NA,NA,NA,1,1
"2180","forest of Tana River",NA,"Habitat",NA,NA,NA,1,1
"2181","social groups",NA,"Primate social groups","Property","AnimalSocieties","Property",4,3
"2182","range",NA,"Geographic distribution",NA,NA,NA,1,1
"2183","number of different parasite species",NA,"Property",NA,NA,NA,1,1
"2184","sexes",NA,"Sex",NA,NA,NA,1,1
"2185","statistically significant",NA,"Property",NA,NA,"Property",2,1
"2186","Digenea",NA,"Trematode subclass",NA,"Class of parasitic flatworms","Organism",3,3
"2187","Heterophyidae",NA,"Family",NA,"Family","Organism",3,2
"2188","Parramore Island",NA,"Geographic Location","Geographic Location","Island","Geographical Location",4,3
"2189","mesenteric vessels",NA,"Tissue",NA,"Blood vessels","Tissue",3,2
"2190","intestines",NA,"Tissue","Tissue","Anatomical Structure","Gastrointestinal tract",4,3
"2191","lumen",NA,"intestinal lumen",NA,NA,NA,1,1
"2192","male juvenile",NA,"Animal",NA,NA,NA,1,1
"2193","single",NA,"individual",NA,NA,NA,1,1
"2194","locally extensive",NA,"Anatomical finding",NA,NA,NA,1,1
"2195","necrosis",NA,"Tissue necrosis",NA,"PathologicalProcess","Pathological condition",3,3
"2196","melenic",NA,"Fecal color",NA,NA,NA,1,1
"2197","soft feces",NA,"Stool consistency abnormality",NA,NA,NA,1,1
"2198","prominent",NA,"Anatomical Feature",NA,NA,"Property",2,2
"2199","fetid",NA,"Body fluid",NA,NA,NA,1,1
"2200","bloody",NA,"Body fluid",NA,NA,NA,1,1
"2201","attenuated",NA,"epithelium morphology",NA,NA,"Property",2,2
"2202","devoid",NA,"morphological feature",NA,NA,NA,1,1
"2203","free",NA,"Anatomical Location",NA,NA,NA,1,1
"2204","attached",NA,"Anatomical Location",NA,NA,NA,1,1
"2205","trypanosomes",NA,"Parasite","Trypanosome species",NA,"Parasite",3,2
"2206","sleeping sickness",NA,"Disease","Disease",NA,"disease",3,2
"2207","wild animal",NA,"Host",NA,NA,NA,1,1
"2208","southern forest belt of Cameroon",NA,"Geographic Location",NA,NA,NA,1,1
"2209","Bipindi",NA,"Location","Geographic Location","Location","Location",4,2
"2210","Quantitative buffy coat: QBC",NA,"Method",NA,NA,NA,1,1
"2211","Kit for in vitro isolation: KIVI",NA,"Method",NA,NA,NA,1,1
"2212","Cercopithecus nictitans",NA,"Host","Host","Host","Host",4,1
"2213","ungulates",NA,"Host","Mammal",NA,"Animal Group",3,3
"2214","Cephalophus dorsalis",NA,"Host","Host","Host","Host",4,1
"2215","C. monticola",NA,"Host","Host","Host","Host",4,1
"2216","carnivores",NA,"Host","Mammal",NA,NA,2,2
"2217","Nandinia binotata",NA,"Host","Host","Host","Host",4,1
"2218","Genetta servalina",NA,"Host","Host","Host","Host",4,1
"2219","Cricetomys gambianus",NA,"Host","Host","Host","Host",4,1
"2220","Atherurus africanus",NA,"Host","Host","Host","Host",4,1
"2221","pangolins",NA,"Host","Mammal",NA,"Animal",3,3
"2222","164",NA,"Number of animals","Number","Count","Gene",4,4
"2223","54%",NA,"Percentage","Percentage",NA,"Percentage",3,1
"2224","man",NA,"Host","Host","Human",NA,3,2
"2225","hydroelectric plants",NA,"Infrastructure","Power Plant","Facility","Infrastructure",4,3
"2226","seven",NA,"Number of species",NA,NA,"CardinalNumber",2,2
"2227","eight",NA,"Number of species",NA,NA,"CardinalNumber",2,2
"2228","2[1+]",NA,"Parasite strain",NA,NA,"Genetic Variant",2,2
"2229","Hepatozoon americanum",NA,"Parasite","Species of parasitic protozoan","Protozoan parasite species","Parasite",4,3
"2230","coyote",NA,"Animal",NA,NA,"Animal",2,1
"2231","Gulf Coast tick",NA,"Vector","Organism",NA,NA,2,2
"2232","Amblyomma maculatum",NA,"Tick species","Organism","Tick species","Species",4,3
"2233","sloths",NA,"Mammal","Organism",NA,"Organism",3,2
"2234","procyonids",NA,"Mammalian Family","Organism",NA,"Organism",3,2
"2235","Amazonian Brazil",NA,"Geographic Location","Geographic Region","Geographic Region",NA,3,2
"2236","State of Pará",NA,"Geographical Location","Administrative Division","AdministrativeRegion","Geopolitical entity",4,4
"2237","biological",NA,"Characteristic",NA,NA,"Property",2,2
"2238","biochemical",NA,"Characteristic","Property",NA,NA,2,2
"2239","serological",NA,"Characteristic","Property",NA,NA,2,2
"2240","Histopathologic features",NA,"Medical finding",NA,"Pathological Finding",NA,2,2
"2241","wild martens",NA,"Animal",NA,"Organism::Eukaryote::Animal::Vertebrate::Mammal::Carnivora::Mustelidae::Martes::Martes melampus","Animal species",3,3
"2242","Hepatozoon sp.",NA,"Parasite","Species of Hepatozoon","Protozoan species","Parasite",4,3
"2243","merozoite-gametocytes",NA,"Parasite life cycle stages",NA,"Life stage","Parasitic Stage",3,3
"2244","schizont nodules",NA,"Parasite developmental stage","Cell structure",NA,NA,2,2
"2245","merozoite-gamont nodule",NA,"Parasite structure","Cell structure",NA,NA,2,2
"2246","phagosome-like vacuole",NA,"Parasitophorous vacuole","Cell structure","Cell structure","Cellular structure",4,3
"2247","nucleus",NA,"Eukaryotic cell nucleus","Cell structure","Cell structure","Cellular component",4,3
"2248","mature schizonts",NA,"Parasite stage","Cell type",NA,NA,2,2
"2249","gamonts",NA,"Parasite stage","Cell type","Life stage","Biological Stage",4,4
"2250","electron-dense cytoplasmic granules",NA,"Parasite organelles","Cell structure","Cell structure",NA,3,2
"2251","foxes",NA,"Animal Model","Mammal",NA,NA,2,2
"2252","Muscular Sarcocystis",NA,"Parasite","Fungal Pathogen","Parasitic protozoan species",NA,3,3
"2253","2 microm",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"2254","0.7 microm",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"2255","6 X 2.5 microm",NA,"Measurement","Measurement","Measurement","Measurement",4,1
"2256","mice",NA,"Animal Model","Laboratory animal","Laboratory Animal Model",NA,3,3
"2257","T. gondii",NA,"Parasite",NA,NA,NA,1,1
"2258","heart muscle",NA,"Tissue","Cardiac Muscle",NA,"Anatomical Structure",3,3
"2259","tissue cysts",NA,"Toxoplasma gondii cysts","Parasitic cysts","Toxoplasma gondii cyst","Pathological structure",4,4
"2260","20 grams",NA,"Quantity",NA,NA,"Measurement",2,2
"2261","Honshu",NA,"Island","Geographic Region","Island",NA,3,2
"2262","sarcocysts",NA,"Parasite","Biological Pathogen","Protozoan cysts",NA,3,3
"2263","muscles",NA,"Skeletal muscle","Muscle tissue","SkeletalMuscleTissue",NA,3,3
"2264","inflammatory reactions",NA,"Physiological process","Inflammatory response","Disease or Syndrome",NA,3,3
"2265","microtubules",NA,"cytoskeletal element","Property","Cytoskeletal element","Cytoskeletal component",4,4
"2266","cyst wall",NA,"Parasite cyst wall","Property","AnatomicalStructure",NA,3,3
"2267","finger-like protrusions",NA,"Cyst villi","Property","Microvilli",NA,3,3
"2268","Acute disseminated toxoplasmosis",NA,"Disease",NA,NA,NA,1,1
"2269","tachyzoites",NA,"Parasite",NA,NA,"Parasite",2,1
"2270","Toxoplasma gondii tachyzoites",NA,"Parasite",NA,NA,NA,1,1
"2271","Hells Canyon",NA,"Geographic Location","Geographic Location","Geographic Location","Geographical Location",4,2
"2272","Washington",NA,"Geographic Location",NA,NA,"Geopolitical entity",2,2
"2273","Pasteurella",NA,"Bacteria","Bacterium","Bacterium","Bacterium",4,2
"2274","Pneumonic pasteurellosis",NA,"Disease","Disease",NA,"Disease",3,1
"2275","immunohistochemistry",NA,"Laboratory Technique","Test",NA,NA,2,2
"2276","multifocal",NA,"Anatomical descriptor","Property",NA,NA,2,2
"2277","necrotizing",NA,"Encephalitis",NA,NA,NA,1,1
"2278","nonsuppurative",NA,"Encephalitis type",NA,NA,NA,1,1
"2279","intralesional",NA,"Adjective",NA,NA,NA,1,1
"2280","low-impact logging",NA,"Forestry practice",NA,NA,"Process",2,2
"2281","Goualougo Triangle of Nouabalé-Ndoki National Park",NA,"Protected Area",NA,NA,NA,1,1
"2282","selective logging",NA,"Forest Management Practice",NA,NA,"Process",2,2
"2283","frugivores",NA,"Organism",NA,NA,"Host",2,2
"2284","human fecal material",NA,"Biohazard","Fecal matter","Feces","biological material",4,4
"2285","zoonotic protozoa",NA,"Parasite","Zoonotic protozoan species",NA,"Parasitic organism",3,3
"2286","African apes",NA,"Organism","Primate",NA,"Host",3,3
"2287","forest-dwelling African apes",NA,"Organism",NA,NA,"Host",2,2
"2288","kb",NA,"Unit of measurement for DNA size","kilobase","kilobase","Abbreviation",4,3
"2289","2200",NA,"kilobase pair (kb)",NA,NA,NA,1,1
"2290","malaria resistance gene",NA,"Gene","Genetic mutation","Gene",NA,3,2
"2291","wild primates",NA,"Organism","Organism","Organism","Organism",4,1
"2292","primate ecology",NA,"Field of study",NA,"Field of Study",NA,2,2
"2293","primate behaviour",NA,"Animal Behavior",NA,"BiologicalProcess",NA,2,2
"2294","primate biology",NA,"Field of study",NA,"Biological Field",NA,2,2
"2295","nongenetic factors",NA,"Environmental factors",NA,NA,NA,1,1
"2296","adaptively important characteristics",NA,"Trait",NA,NA,NA,1,1
"2297","genetic basis",NA,"Genetic predisposition",NA,NA,NA,1,1
"2298","FY",NA,"Gene",NA,NA,"Gene",2,1
"2299","erythrocyte surface",NA,"Cellular component",NA,"Cell surface",NA,2,2
"2300","cis-regulatory region",NA,"promoter",NA,"Gene Regulatory Region","Genomic region",3,3
"2301","baboon FY gene",NA,"Gene",NA,NA,NA,1,1
"2302","phenotypic variation",NA,"Trait",NA,"Disease susceptibility","Process",3,3
"2303","susceptibility to Hepatocystis",NA,"Trait",NA,NA,NA,1,1
"2304","gene expression",NA,"Biological Process",NA,"Biological Process","Process",3,2
"2305","in vivo",NA,"Experimental setting",NA,NA,"Experimental Condition",2,2
"2306","wild individuals",NA,"Organism",NA,NA,NA,1,1
"2307","locus",NA,"Genetic locus",NA,NA,NA,1,1
"2308","mechanistic parallels",NA,"Biological Process",NA,"Concept",NA,2,2
"2309","selective parallels",NA,"Evolutionary Process",NA,"Evolutionary Process",NA,2,1
"2310","complex trait",NA,"Trait",NA,NA,"Biological Trait",2,2
"2311","natural population",NA,"Primate population",NA,NA,"Biological Population",2,2
"2312","Multi-host pathogens",NA,"Pathogen","Bacterial or viral pathogens that can infect multiple species of animals and potentially humans","Pathogen",NA,3,2
"2313","feline viruses",NA,"Virus",NA,NA,NA,1,1
"2314","canine viruses",NA,"Virus",NA,NA,NA,1,1
"2315","carnivore species",NA,"Host","Organism",NA,"Taxonomic group",3,3
"2316","East African predators",NA,"Host","Organism","Organism",NA,3,2
"2317","pup",NA,"African wild dog offspring","Organism",NA,NA,2,2
"2318","adults",NA,"African wild dogs",NA,NA,NA,1,1
"2319","contiguous packs",NA,"Wolf packs","Organism",NA,NA,2,2
"2320","large metapopulations",NA,"Biological Population","Biological Population",NA,NA,2,1
"2321","New York",NA,"Virus Strain",NA,"GeographicLocation/State","Geopolitical entity",3,3
"2322","M segment",NA,"Viral RNA segment","Genomic segment",NA,NA,2,2
"2323","barfin founder",NA,"Organism","Organism",NA,NA,2,1
"2324","ORF",NA,"Open Reading Frame","Tissue","Open Reading Frame",NA,3,2
"2325","-non-encoding region",NA,"Viral genome region","Tissue","Gene region",NA,3,3
"2326","viral RNA",NA,"genomic RNA","Organism",NA,NA,2,2
